#NODE_DATA_v1.0
#REFS
#ref
#samp_g0_3_h0
#samp_g1_4_h0
#samp_g1_0_h0
#samp_g1_0_h1
#samp_g0_1_h1
#samp_g1_3_h0
#samp_g0_22_h1
#samp_g1_2_h0
#samp_g1_14_h0
#samp_g1_30_h1
#samp_g0_3_h1
#samp_g1_5_h0
#samp_g0_0_h0
#samp_g1_33_h1
#samp_g1_7_h1
#samp_g0_50_h0
#samp_g1_41_h1
#samp_g0_4_h0
#samp_g0_6_h0
#samp_g1_25_h1
#samp_g1_3_h1
#samp_g0_25_h1
#samp_g1_8_h0
#samp_g1_62_h1
#samp_g0_1_h0
#samp_g1_20_h0
#samp_g0_27_h0
#samp_g1_7_h0
#samp_g1_8_h1
#samp_g0_32_h0
#samp_g1_32_h0
#samp_g1_2_h1
#samp_g1_5_h1
#samp_g1_12_h1
#samp_g1_81_h0
#samp_g1_16_h0
#samp_g1_13_h1
#samp_g1_4_h1
#samp_g1_22_h0
#samp_g0_78_h0
#samp_g0_19_h0
#samp_g1_36_h0
#samp_g1_10_h1
#samp_g0_9_h1
#samp_g0_13_h0
#samp_g1_18_h1
#samp_g0_14_h1
#samp_g1_29_h1
#samp_g1_1_h1
#samp_g0_0_h1
#samp_g0_2_h1
#samp_g0_56_h0
#samp_g1_17_h1
#samp_g0_9_h0
#samp_g0_10_h0
#samp_g0_37_h1
#samp_g0_49_h1
#samp_g1_6_h1
#samp_g1_21_h1
#samp_g1_6_h0
#samp_g0_33_h1
#samp_g1_27_h0
#samp_g1_26_h1
#samp_g0_5_h1
#samp_g1_1_h0
#samp_g0_11_h1
#samp_g0_75_h0
#samp_g1_62_h0
#samp_g1_30_h0
#samp_g0_43_h0
#samp_g0_29_h0
#samp_g1_23_h1
#samp_g1_91_h1
#samp_g1_57_h1
#samp_g1_97_h1
#samp_g1_38_h1
#samp_g0_69_h0
#samp_g1_70_h1
#samp_g0_64_h0
#samp_g1_45_h1
#samp_g0_79_h0
#samp_g0_20_h1
#samp_g0_8_h0
#samp_g1_50_h1
#NODES
#NODE	REF_INDEX	POSITION	DEPTH
>1172	35	72395	1
>1173	35	72685	0
>1174	35	72778	1
>1175	35	72871	2
>1176	10	71704	2
>1177	35	72872	1
>1178	35	73050	0
>1179	35	73347	1
>1180	14	78342	2
>1181	35	73555	2
>1182	35	73556	1
>1183	35	73646	2
>1184	24	73129	2
>1185	35	73647	1
>1186	14	78549	2
>1187	35	73762	2
>1188	35	73763	1
>1189	35	74034	0
>1190	35	74275	1
>1191	35	74340	0
>1192	40	77234	1
>1193	40	77532	2
>1194	14	79503	2
>1195	40	77533	1
>1196	35	74418	0
>1197	35	74652	1
>1198	40	78064	1
>1199	35	74653	0
>1200	35	74773	1
>1201	3	74330	1
>1202	35	74774	0
>1203	35	74885	1
>1204	16	76998	1
>1205	35	74886	0
>1206	35	75172	1
>1207	40	78584	1
>1208	35	75173	0
>1209	17	75078	1
>1210	35	75344	1
>1211	35	75345	0
>1212	35	75449	1
>1213	40	78861	1
>1214	35	75450	0
>1215	31	76457	1
>1216	35	75653	1
>1217	35	75654	0
>1218	30	76642	1
>1219	35	75881	1
>1220	35	75882	0
>1221	16	78266	1
>1222	35	76153	1
>1223	35	76154	0
>1224	31	77107	1
>1225	35	76303	0
>1226	35	76445	1
>1227	40	79857	1
>1228	35	76446	0
>1229	35	76697	1
>1230	16	78810	1
>1231	35	76698	0
>1232	40	80255	1
>1233	35	76843	1
>1234	35	76844	0
>1235	40	80549	1
>1236	47	78387	2
>1237	40	80619	2
>1238	40	80620	1
>1239	42	75695	2
>1240	40	80843	2
>1241	40	80844	1
>1242	40	80935	2
>1243	42	75787	2
>1244	40	80936	1
>1245	35	77137	0
>1246	35	77268	1
>1247	40	81125	1
>1248	35	77269	0
>1249	35	77400	1
>1250	14	82783	1
>1251	35	77401	0
>1252	35	77673	1
>1253	24	77752	1
>1254	35	77674	0
>1255	35	77902	1
>1256	27	78123	1
>1257	35	77903	0
>1258	35	78147	1
>1259	40	82004	1
>1260	35	78148	0
>1261	44	81712	1
>1262	35	78309	1
>1263	35	78310	0
>1264	39	78563	1
>1265	35	78485	1
>1266	35	78486	0
>1267	40	82470	1
>1268	35	78613	1
>1269	35	78614	0
>1270	35	78908	1
>1271	40	82765	1
>1272	35	78909	0
>1273	40	82926	1
>1274	35	79069	1
>1275	35	79070	0
>1276	35	79181	1
>1277	14	84564	1
>1278	35	79182	0
>1279	35	79368	1
>1280	35	79439	0
>1281	35	79733	1
>1282	35	79928	0
>1283	36	77495	1
>1284	35	80066	1
>1285	35	80067	0
>1286	40	83779	1
>1287	35	80188	1
>1288	35	80189	0
>1289	35	80481	1
>1290	16	82594	1
>1291	35	80482	0
>1292	42	79113	1
>1293	35	80599	0
>1294	35	80698	1
>1295	24	80706	1
>1296	35	80699	0
>1297	35	80879	1
>1298	35	81081	2
>1299	40	84672	2
>1300	35	81082	1
>1301	35	81314	2
>1302	22	82563	2
>1303	35	81315	1
>1304	24	81429	2
>1305	35	81421	2
>1306	35	81422	1
>1307	35	81611	2
>1308	48	78756	2
>1309	35	81612	1
>1310	40	85277	2
>1311	35	81686	2
>1312	35	81687	1
>1313	35	81741	2
>1314	16	83854	2
>1315	35	81742	1
>1316	35	82007	0
>1317	35	82126	1
>1318	35	82224	2
>1319	49	81133	2
>1320	35	82225	1
>1321	35	82318	0
>1322	26	77510	1
>1323	35	82515	1
>1324	35	82516	0
>1325	42	81336	1
>1326	35	82580	1
>1327	35	82581	0
>1328	35	82785	1
>1329	40	86376	1
>1330	35	82786	0
>1331	40	86463	1
>1332	35	82872	1
>1333	35	82873	0
>1334	35	83112	1
>1335	35	83226	2
>1336	40	86817	2
>1337	35	83227	1
>1338	35	83439	2
>1339	24	83255	2
>1340	35	83440	1
>1341	35	83585	2
>1342	42	82341	2
>1343	35	83586	1
>1344	35	83732	0
>1345	35	83907	1
>1346	17	82826	1
>1347	35	83908	0
>1348	17	83049	1
>1349	35	84130	1
>1350	35	84131	0
>1351	24	84187	1
>1352	35	84371	1
>1353	35	84372	0
>1354	40	88026	1
>1355	35	84435	0
>1356	40	88328	1
>1357	35	84580	1
>1358	35	84581	0
>1359	35	84650	1
>1360	50	79451	1
>1361	35	84651	0
>1362	41	84136	1
>1363	35	84725	1
>1364	35	84726	0
>1365	40	88658	1
>1366	40	88816	2
>1367	24	84884	2
>1368	40	88817	1
>1369	35	84910	0
>1370	31	84339	1
>1371	35	85131	1
>1372	35	85132	0
>1373	51	86458	1
>1374	35	85373	1
>1375	35	85374	0
>1376	24	85598	1
>1377	35	85501	0
>1378	16	87943	1
>1379	35	85673	1
>1380	35	85674	0
>1381	24	86021	1
>1382	35	85741	1
>1383	35	85742	0
>1384	40	90033	1
>1385	10	84486	2
>1386	40	90307	2
>1387	40	90308	1
>1388	35	86004	0
>1389	35	86142	1
>1390	42	85179	1
>1391	35	86143	0
>1392	35	86199	1
>1393	24	87006	1
>1394	35	86200	0
>1395	35	86395	1
>1396	40	90951	1
>1397	35	86396	0
>1398	35	86539	1
>1399	40	91095	1
>1400	35	86540	0
>1401	39	86911	1
>1402	35	86645	1
>1403	35	86646	0
>1404	35	86896	1
>1405	40	91452	1
>1406	35	86897	0
>1407	24	87881	1
>1408	35	87074	0
>1409	31	86492	1
>1410	35	87284	1
>1411	35	87285	0
>1412	14	93672	1
>1413	35	87431	1
>1414	35	87432	0
>1415	10	86541	1
>1416	35	87730	1
>1417	35	87731	0
>1418	35	87833	1
>1419	24	88716	1
>1420	35	87834	0
>1421	35	87966	1
>1422	42	87003	1
>1423	35	87967	0
>1424	22	88821	1
>1425	35	88192	0
>1426	24	89244	1
>1427	35	88361	1
>1428	35	88362	0
>1429	35	88553	1
>1430	40	93339	2
>1431	35	88783	2
>1432	35	88784	1
>1433	35	89067	2
>1434	52	89242	2
>1435	35	89068	1
>1436	40	93710	2
>1437	35	89154	2
>1438	35	89155	1
>1439	40	93783	2
>1440	35	89227	2
>1441	35	89228	1
>1442	35	89527	2
>1443	52	89702	2
>1444	35	89528	1
>1445	40	94260	2
>1446	35	89704	2
>1447	35	89705	1
>1448	35	89913	2
>1449	40	94469	2
>1450	35	89914	1
>1451	53	86945	2
>1452	35	90150	2
>1453	35	90151	1
>1454	35	90282	0
>1455	0	88547	1
>1456	54	90081	2
>1457	0	88616	2
>1458	54	90082	1
>1459	35	90578	0
>1460	47	92692	1
>1461	35	90732	0
>1462	40	95434	1
>1463	35	90878	0
>1464	52	91105	1
>1465	52	91171	2
>1466	46	89275	2
>1467	52	91172	1
>1468	35	90930	0
>1469	4	87725	1
>1470	35	91095	1
>1471	35	91096	0
>1472	24	90660	1
>1473	35	91335	1
>1474	35	91336	0
>1475	35	91514	1
>1476	35	91642	0
>1477	35	91938	1
>1478	12	92093	1
>1479	35	91939	0
>1480	42	91116	1
>1481	35	92079	1
>1482	35	92080	0
>1483	35	92147	1
>1484	35	92324	2
>1485	24	91649	2
>1486	35	92325	1
>1487	52	92878	2
>1488	35	92573	2
>1489	35	92574	1
>1490	35	92827	2
>1491	52	93132	2
>1492	35	92828	1
>1493	42	92119	2
>1494	35	93082	2
>1495	35	93083	1
>1496	35	93277	0
>1497	35	93416	1
>1498	40	97013	1
>1499	35	93417	0
>1500	35	93603	1
>1501	35	93728	2
>1502	17	92830	2
>1503	35	93729	1
>1504	24	93183	2
>1505	35	93858	2
>1506	35	93859	1
>1507	35	94099	2
>1508	40	97696	2
>1509	35	94100	1
>1510	35	94394	2
>1511	40	97991	2
>1512	35	94395	1
>1513	40	98149	2
>1514	35	94552	2
>1515	35	94553	1
>1516	40	98340	2
>1517	35	94743	2
>1518	35	94744	1
>1519	40	98459	2
>1520	35	94862	2
>1521	35	94863	1
>1522	35	94996	2
>1523	10	92978	2
>1524	35	94997	1
>1525	35	95174	2
>1526	52	95479	2
>1527	35	95175	1
>1528	35	95388	0
>1529	24	94957	1
>1530	35	95632	1
>1531	35	95633	0
>1532	35	95841	1
>1533	14	102212	1
>1534	35	95842	0
>1535	35	95985	1
>1536	52	96401	2
>1537	35	96096	2
>1538	35	96097	1
>1539	35	96256	2
>1540	35	96256	2
>1541	35	96257	1
>1542	35	96339	2
>1543	47	97728	2
>1544	35	96340	1
>1545	35	96606	0
>1546	35	96755	1
>1547	35	96820	0
>1548	24	95763	1
>1549	35	97059	1
>1550	35	97060	0
>1551	35	97347	1
>1552	35	97531	0
>1553	35	97686	1
>1554	40	100597	1
>1555	35	97687	0
>1556	35	97750	1
>1557	48	94375	1
>1558	35	97751	0
>1559	35	97942	1
>1560	17	96619	2
>1561	35	98138	2
>1562	35	98139	1
>1563	35	98314	2
>1564	16	98939	2
>1565	35	98315	1
>1566	41	96625	2
>1567	35	98579	2
>1568	35	98580	1
>1569	44	102397	2
>1570	35	98813	2
>1571	35	98814	1
>1572	35	99021	2
>1573	1	98480	2
>1574	35	99022	1
>1575	35	99254	2
>1576	39	98312	2
>1577	35	99255	1
>1578	17	97839	2
>1579	35	99358	2
>1580	35	99359	1
>1581	41	97558	2
>1582	35	99512	2
>1583	35	99513	1
>1584	35	99707	0
>1585	24	96687	1
>1586	24	96835	2
>1587	55	98927	2
>1588	24	96836	1
>1589	20	100268	2
>1590	24	97092	2
>1591	24	97093	1
>1592	16	101209	2
>1593	24	97339	2
>1594	24	97340	1
>1595	24	97640	2
>1596	55	99732	2
>1597	24	97641	1
>1598	24	97855	2
>1599	16	101725	2
>1600	24	97856	1
>1601	24	98111	2
>1602	20	101287	2
>1603	24	98112	1
>1604	35	99932	0
>1605	40	101260	1
>1606	35	100114	1
>1607	35	100115	0
>1608	35	100237	1
>1609	35	100357	2
>1610	16	102702	2
>1611	35	100358	1
>1612	20	102107	2
>1613	35	100456	2
>1614	35	100457	1
>1615	35	100641	2
>1616	16	102986	2
>1617	35	100642	1
>1618	35	100694	2
>1619	16	103039	2
>1620	35	100695	1
>1621	35	100889	2
>1622	46	96219	2
>1623	35	100890	1
>1624	7	97381	2
>1625	35	101080	2
>1626	35	101081	1
>1627	35	101344	0
>1628	40	101660	1
>1629	35	101621	1
>1630	35	101622	0
>1631	17	100942	1
>1632	35	101848	1
>1633	35	101849	0
>1634	20	103669	1
>1635	35	102018	1
>1636	35	102019	0
>1637	56	102586	1
>1638	35	102118	1
>1639	35	102119	0
>1640	35	102351	1
>1641	35	102496	2
>1642	16	104841	2
>1643	35	102497	1
>1644	35	102573	0
>1645	35	102795	1
>1646	40	102834	1
>1647	35	102796	0
>1648	35	103070	1
>1649	40	103109	1
>1650	35	103071	0
>1651	35	103229	1
>1652	35	103516	0
>1653	35	103572	1
>1654	35	103697	2
>1655	10	98186	2
>1656	35	103698	1
>1657	35	103797	0
>1658	40	103968	1
>1659	35	103929	1
>1660	35	103930	0
>1661	35	103986	1
>1662	10	98475	1
>1663	35	103987	0
>1664	35	104197	1
>1665	35	104325	0
>1666	24	101249	1
>1667	35	104518	1
>1668	35	104519	0
>1669	35	104604	1
>1670	16	107155	2
>1671	35	104810	2
>1672	35	104811	1
>1673	16	107240	2
>1674	35	104895	2
>1675	35	104896	1
>1676	35	104966	2
>1677	57	105656	2
>1678	35	104967	1
>1679	35	105105	2
>1680	16	107450	2
>1681	35	105106	1
>1682	35	105290	0
>1683	31	98942	1
>1684	35	105384	1
>1685	35	105385	0
>1686	35	105604	1
>1687	52	101714	1
>1688	35	105605	0
>1689	57	106437	1
>1690	35	105747	1
>1691	35	105748	0
>1692	7	101824	1
>1693	35	105873	1
>1694	35	105874	0
>1695	24	102196	1
>1696	35	106151	1
>1697	35	106152	0
>1698	40	105447	1
>1699	35	106222	1
>1700	35	106223	0
>1701	35	106489	1
>1702	14	108896	1
>1703	35	106490	0
>1704	52	102677	1
>1705	35	106567	1
>1706	35	106568	0
>1707	24	102692	1
>1708	35	106647	1
>1709	35	106648	0
>1710	35	106648	1
>1711	35	106648	2
>1712	35	106648	2
>1713	35	106648	1
>1714	35	106648	2
>1715	35	106648	2
>1716	35	106648	1
>1717	35	106648	2
>1718	35	106648	2
>1719	35	106648	1
>1720	35	106940	0
>1721	35	107239	1
>1722	42	102933	1
>1723	35	107240	0
>1724	40	106565	1
>1725	35	107340	1
>1726	35	107341	0
>1727	40	106714	1
>1728	35	107489	1
>1729	35	107490	0
>1730	35	107662	1
>1731	40	106887	1
>1732	35	107663	0
>1733	35	107921	1
>1734	35	108179	0
>1735	35	108289	1
>1736	16	110634	1
>1737	35	108290	0
>1738	35	108393	1
>1739	30	105726	1
>1740	35	108394	0
>1741	58	98578	1
>1742	35	108535	1
>1743	35	108536	0
>1744	40	107791	1
>1745	35	108824	1
>1746	35	108825	0
>1747	35	109116	1
>1748	40	108083	1
>1749	35	109117	0
>1750	40	108372	1
>1751	35	109405	1
>1752	35	109406	0
>1753	57	110274	1
>1754	35	109584	1
>1755	35	109585	0
>1756	35	109767	1
>1757	30	107100	1
>1758	35	109768	0
>1759	56	109564	1
>1760	28	107695	2
>1761	56	109740	2
>1762	56	109741	1
>1763	56	109809	2
>1764	19	110012	2
>1765	56	109810	1
>1766	35	110004	0
>1767	35	110246	1
>1768	53	106505	1
>1769	35	110247	0
>1770	35	110353	1
>1771	16	112698	1
>1772	35	110354	0
>1773	12	108614	1
>1774	35	110421	1
>1775	35	110422	0
>1776	40	109531	1
>1777	35	110564	0
>1778	35	110656	1
>1779	52	106577	1
>1780	35	110657	0
>1781	17	108647	1
>1782	35	110722	1
>1783	35	110723	0
>1784	40	109986	1
>1785	35	110950	1
>1786	35	110951	0
>1787	40	110108	1
>1788	35	111072	1
>1789	35	111073	0
>1790	35	111370	1
>1791	57	112060	1
>1792	35	111371	0
>1793	40	110570	1
>1794	57	112341	2
>1795	40	110687	2
>1796	40	110688	1
>1797	35	111534	0
>1798	35	111613	1
>1799	40	110988	1
>1800	35	111614	0
>1801	16	114081	1
>1802	35	111736	0
>1803	40	111181	1
>1804	35	111806	1
>1805	35	111807	0
>1806	57	112935	1
>1807	35	111906	1
>1808	35	111907	0
>1809	24	108185	1
>1810	24	108302	2
>1811	42	107951	2
>1812	24	108303	1
>1813	24	108501	2
>1814	10	106131	2
>1815	24	108502	1
>1816	42	108230	2
>1817	24	108581	2
>1818	24	108582	1
>1819	24	108862	2
>1820	59	114465	2
>1821	24	108863	1
>1822	42	108669	2
>1823	24	109020	2
>1824	24	109021	1
>1825	24	109177	2
>1826	52	108984	2
>1827	24	109178	1
>1828	14	115502	2
>1829	24	109281	2
>1830	24	109282	1
>1831	35	112071	0
>1832	35	112270	1
>1833	35	112538	2
>1834	48	109611	2
>1835	35	112539	1
>1836	35	112677	0
>1837	35	112924	1
>1838	56	112896	1
>1839	35	112925	0
>1840	35	113036	1
>1841	40	112004	1
>1842	35	113037	0
>1843	35	113281	1
>1844	1	111755	1
>1845	35	113282	0
>1846	35	113389	1
>1847	35	113660	0
>1848	40	112451	1
>1849	35	113754	1
>1850	35	113755	0
>1851	24	110692	1
>1852	35	113965	0
>1853	35	114138	1
>1854	56	113949	1
>1855	35	114139	0
>1856	16	116161	1
>1857	35	114267	1
>1858	35	114268	0
>1859	7	110276	1
>1860	35	114481	1
>1861	35	114482	0
>1862	35	114748	1
>1863	56	114559	1
>1864	35	114749	0
>1865	35	114882	1
>1866	35	115122	0
>1867	30	111947	1
>1868	35	115223	1
>1869	35	115224	0
>1870	40	114128	1
>1871	35	115431	1
>1872	35	115432	0
>1873	52	112621	1
>1874	35	115570	0
>1875	35	115671	1
>1876	34	109985	1
>1877	35	115672	0
>1878	52	113034	1
>1879	35	115846	1
>1880	35	115847	0
>1881	35	116012	1
>1882	35	116218	2
>1883	47	114328	2
>1884	35	116219	1
>1885	35	116289	2
>1886	16	118183	2
>1887	35	116290	1
>1888	37	114192	2
>1889	35	116464	2
>1890	35	116465	1
>1891	35	116685	0
>1892	40	114833	1
>1893	35	116809	0
>1894	35	117042	1
>1895	40	115352	1
>1896	35	117043	0
>1897	35	117224	1
>1898	24	114061	1
>1899	35	117225	0
>1900	17	115125	1
>1901	35	117477	1
>1902	35	117478	0
>1903	35	117598	1
>1904	46	113244	1
>1905	35	117599	0
>1906	40	116195	1
>1907	35	117885	1
>1908	35	117886	0
>1909	40	116249	1
>1910	35	117939	0
>1911	17	115785	1
>1912	17	116036	2
>1913	26	106520	2
>1914	17	116037	1
>1915	42	114901	2
>1916	17	116153	2
>1917	17	116154	1
>1918	35	118053	0
>1919	24	115117	1
>1920	35	118196	1
>1921	35	118197	0
>1922	35	118483	1
>1923	26	107222	1
>1924	35	118484	0
>1925	47	117162	1
>1926	47	117312	2
>1927	29	113960	2
>1928	47	117313	1
>1929	29	114193	2
>1930	47	117545	2
>1931	47	117546	1
>1932	45	117349	2
>1933	47	117790	2
>1934	47	117791	1
>1935	35	118766	0
>1936	35	118909	1
>1937	52	115794	1
>1938	35	118910	0
>1939	17	117293	1
>1940	35	119038	1
>1941	35	119039	0
>1942	40	117573	1
>1943	35	119179	1
>1944	35	119180	0
>1945	16	121534	1
>1946	35	119270	1
>1947	35	119271	0
>1948	35	119380	1
>1949	47	118674	1
>1950	35	119381	0
>1951	52	116415	1
>1952	35	119530	1
>1953	35	119531	0
>1954	40	118186	1
>1955	35	119792	1
>1956	35	119793	0
>1957	10	114130	1
>1958	35	119981	1
>1959	35	119982	0
>1960	35	120188	1
>1961	40	118582	1
>1962	35	120189	0
>1963	35	120247	1
>1964	52	117132	1
>1965	35	120248	0
>1966	40	118837	1
>1967	40	119122	2
>1968	27	116619	2
>1969	40	119123	1
>1970	47	120295	2
>1971	40	119395	2
>1972	40	119396	1
>1973	16	123327	2
>1974	40	119457	2
>1975	40	119458	1
>1976	16	123403	2
>1977	40	119533	2
>1978	40	119534	1
>1979	35	120443	0
>1980	35	120512	1
>1981	51	119241	1
>1982	35	120513	0
>1983	35	120576	1
>1984	24	117497	1
>1985	35	120577	0
>1986	35	120702	1
>1987	24	117623	1
>1988	35	120703	0
>1989	16	124038	1
>1990	35	120938	1
>1991	35	120939	0
>1992	35	120997	1
>1993	35	121136	2
>1994	40	120366	2
>1995	35	121137	1
>1996	35	121235	2
>1997	57	123309	2
>1998	35	121236	1
>1999	35	121406	2
>2000	40	120636	2
>2001	35	121407	1
>2002	35	121463	0
>2003	56	121776	1
>2004	35	121595	0
>2005	40	120968	1
>2006	35	121738	1
>2007	35	121739	0
>2008	35	121914	1
>2009	35	122190	0
>2010	35	122243	1
>2011	52	119128	1
>2012	35	122244	0
>2013	35	122433	1
>2014	35	122642	2
>2015	14	125804	2
>2016	35	122643	1
>2017	17	121030	2
>2018	35	122775	2
>2019	35	122776	1
>2020	17	121175	2
>2021	35	122920	2
>2022	35	122921	1
>2023	35	123090	0
>2024	35	123296	1
>2025	40	121869	1
>2026	35	123297	0
>2027	40	122094	1
>2028	40	122273	2
>2029	52	120585	2
>2030	40	122274	1
>2031	36	119839	2
>2032	40	122448	2
>2033	40	122449	1
>2034	52	120823	2
>2035	40	122511	2
>2036	40	122512	1
>2037	42	120528	2
>2038	40	122755	2
>2039	40	122756	1
>2040	40	122901	2
>2041	54	121000	2
>2042	40	122902	1
>2043	35	123521	0
>2044	40	123118	1
>2045	35	123650	1
>2046	35	123651	0
>2047	27	120745	1
>2048	35	123780	1
>2049	35	123781	0
>2050	52	121698	1
>2051	35	123918	1
>2052	35	123919	0
>2053	24	120423	1
>2054	35	124159	1
>2055	35	124160	0
>2056	35	124264	1
>2057	40	123732	1
>2058	35	124265	0
>2059	35	124382	1
>2060	40	123850	1
>2061	35	124383	0
>2062	20	126723	1
>2063	35	124641	1
>2064	35	124642	0
>2065	35	124779	1
>2066	52	122559	1
>2067	35	124780	0
>2068	52	122719	1
>2069	35	124939	1
>2070	35	124940	0
>2071	35	125100	1
>2072	52	122880	1
>2073	35	125101	0
>2074	10	118587	1
>2075	35	125371	1
>2076	35	125372	0
>2077	40	124916	1
>2078	35	125448	1
>2079	35	125449	0
>2080	59	128762	1
>2081	35	125537	1
>2082	35	125538	0
>2083	52	123438	1
>2084	35	125658	1
>2085	35	125659	0
>2086	30	122450	1
>2087	35	125726	0
>2088	40	125261	1
>2089	35	125793	1
>2090	35	125794	0
>2091	56	126466	1
>2092	35	126022	1
>2093	35	126023	0
>2094	48	123485	1
>2095	35	126088	1
>2096	35	126089	0
>2097	35	126314	1
>2098	52	124094	1
>2099	35	126315	0
>2100	52	124186	1
>2101	35	126406	1
>2102	35	126407	0
>2103	10	119909	1
>2104	35	126693	1
>2105	35	126694	0
>2106	35	126965	1
>2107	42	124206	1
>2108	35	126966	0
>2109	16	129220	1
>2110	35	127053	0
>2111	52	125037	1
>2112	35	127257	1
>2113	35	127258	0
>2114	57	128911	1
>2115	41	125188	2
>2116	57	129137	2
>2117	57	129138	1
>2118	8	125924	2
>2119	57	129423	2
>2120	57	129424	1
>2121	35	127494	0
>2122	40	127092	1
>2123	56	128197	2
>2124	40	127221	2
>2125	40	127222	1
>2126	35	127624	0
>2127	35	127682	1
>2128	40	127401	1
>2129	35	127683	0
>2130	47	128575	1
>2131	35	127905	0
>2132	13	121905	1
>2133	35	128076	1
>2134	35	128077	0
>2135	35	128166	1
>2136	40	127885	1
>2137	35	128167	0
>2138	35	128413	1
>2139	35	128491	2
>2140	57	130725	2
>2141	35	128492	1
>2142	57	130944	2
>2143	35	128710	2
>2144	35	128711	1
>2145	52	127029	2
>2146	35	128998	2
>2147	35	128999	1
>2148	52	127206	2
>2149	35	129175	2
>2150	35	129176	1
>2151	35	129281	0
>2152	40	129215	1
>2153	35	129496	0
>2154	35	129566	1
>2155	24	125160	1
>2156	35	129567	0
>2157	40	129758	1
>2158	35	129841	1
>2159	35	129842	0
>2160	35	129970	1
>2161	35	130205	0
>2162	7	125631	1
>2163	35	130382	1
>2164	35	130383	0
>2165	35	130629	1
>2166	16	132431	1
>2167	35	130630	0
>2168	40	130423	1
>2169	24	126263	2
>2170	40	130586	2
>2171	40	130587	1
>2172	40	130810	2
>2173	20	133697	2
>2174	40	130811	1
>2175	40	131064	2
>2176	55	131361	2
>2177	40	131065	1
>2178	40	131309	2
>2179	14	134832	2
>2180	40	131310	1
>2181	40	131580	2
>2182	24	127257	2
>2183	40	131581	1
>2184	24	127485	2
>2185	40	131808	2
>2186	40	131809	1
>2187	40	131931	2
>2188	24	127608	2
>2189	40	131932	1
>2190	35	130741	0
>2191	35	130882	1
>2192	52	128913	1
>2193	35	130883	0
>2194	35	130981	1
>2195	35	131047	2
>2196	1	130010	2
>2197	35	131048	1
>2198	35	131306	2
>2199	21	132216	2
>2200	35	131307	1
>2201	53	128603	2
>2202	35	131426	2
>2203	35	131427	1
>2204	35	131515	2
>2205	60	134462	2
>2206	35	131516	1
>2207	35	131777	2
>2208	51	133203	2
>2209	35	131778	1
>2210	35	131933	2
>2211	53	129110	2
>2212	35	131934	1
>2213	35	132176	2
>2214	21	133086	2
>2215	35	132177	1
>2216	35	132177	2
>2217	35	132474	2
>2218	35	132475	1
>2219	35	132644	2
>2220	53	129821	2
>2221	35	132645	1
>2222	35	132882	0
>2223	35	132946	1
>2224	52	129076	1
>2225	35	132947	0
>2226	25	123587	1
>2227	35	133066	1
>2228	35	133067	0
>2229	35	133221	1
>2230	35	133332	0
>2231	40	133031	1
>2232	35	133464	1
>2233	35	133465	0
>2234	35	133616	1
>2235	40	133183	1
>2236	35	133617	0
>2237	52	129848	1
>2238	35	133718	1
>2239	35	133719	0
>2240	35	133802	1
>2241	35	133943	0
>2242	35	134027	1
>2243	40	133453	1
>2244	35	134028	0
>2245	40	133637	1
>2246	35	134211	1
>2247	35	134212	0
>2248	27	131357	1
>2249	35	134343	1
>2250	35	134344	0
>2251	55	134204	1
>2252	35	134481	0
>2253	40	133991	1
>2254	35	134565	1
>2255	35	134566	0
>2256	14	137692	1
>2257	35	134743	1
>2258	35	134744	0
>2259	40	134265	1
>2260	40	134524	2
>2261	16	134858	2
>2262	40	134525	1
>2263	35	134839	0
>2264	40	134669	1
>2265	35	134916	1
>2266	35	134917	0
>2267	35	134994	1
>2268	40	134747	1
>2269	35	134995	0
>2270	35	135101	1
>2271	35	135360	2
>2272	26	122294	2
>2273	35	135361	1
>2274	40	135338	2
>2275	35	135585	2
>2276	35	135586	1
>2277	35	135800	0
>2278	35	135941	1
>2279	35	136076	0
>2280	14	138485	1
>2281	35	136370	1
>2282	35	136371	0
>2283	16	135722	1
>2284	16	135998	2
>2285	41	133597	2
>2286	16	135999	1
>2287	35	136469	0
>2288	56	133503	1
>2289	35	136552	0
>2290	24	131448	1
>2291	35	136717	1
>2292	35	136718	0
>2293	17	135117	1
>2294	35	136867	1
>2295	35	136868	0
>2296	35	137165	1
>2297	40	136783	1
>2298	35	137166	0
>2299	17	135711	1
>2300	35	137461	1
>2301	35	137462	0
>2302	35	137675	1
>2303	52	132830	1
>2304	35	137676	0
>2305	35	137795	1
>2306	24	132526	1
>2307	35	137796	0
>2308	35	137884	1
>2309	35	138112	2
>2310	24	132843	2
>2311	35	138113	1
>2312	35	138209	0
>2313	35	138418	1
>2314	56	135160	1
>2315	35	138419	0
>2316	35	138677	1
>2317	40	137970	1
>2318	35	138678	0
>2319	40	138102	1
>2320	35	138809	1
>2321	35	138810	0
>2322	35	139067	1
>2323	40	138360	1
>2324	35	139068	0
>2325	7	131843	1
>2326	35	139327	1
>2327	35	139328	0
>2328	35	139384	1
>2329	24	134115	1
>2330	35	139385	0
>2331	35	139592	1
>2332	24	134323	1
>2333	35	139593	0
>2334	30	134038	1
>2335	35	139678	1
>2336	35	139679	0
>2337	35	139775	1
>2338	52	134605	1
>2339	35	139776	0
>2340	40	139243	1
>2341	35	139950	0
>2342	24	135162	1
>2343	35	140165	1
>2344	35	140166	0
>2345	35	140347	1
>2346	35	140636	0
>2347	42	136641	1
